customerID,gender,SeniorCitizen,Partner,Dependents,tenure,PhoneService,PaperlessBilling,MonthlyCharges,Churn,MultipleLines_No phone service,MultipleLines_Yes,InternetService_Fiber optic,InternetService_No,OnlineSecurity_No internet service,OnlineSecurity_Yes,OnlineBackup_No internet service,OnlineBackup_Yes,DeviceProtection_No internet service,DeviceProtection_Yes,TechSupport_No internet service,TechSupport_Yes,StreamingTV_No internet service,StreamingTV_Yes,StreamingMovies_No internet service,StreamingMovies_Yes,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,AverageMonthlySpend
7495-OOKFY,0,1,1,0,8,1,1,0.5280628361338618,1,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,-0.09
4667-QONEA,0,1,1,1,60,1,1,0.3352943841145912,0,False,False,False,False,False,True,False,True,False,True,False,True,False,False,False,True,True,False,True,False,False,0.02
1658-BYGOY,1,1,0,0,18,1,1,1.019954748183034,1,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,-0.01
8769-KKTPH,0,0,1,1,63,1,1,1.159545696196989,0,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,True,False,True,False,False,0.03
5067-XJQFU,1,1,1,1,66,1,1,1.452021968226226,0,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,True,False,0.03
3957-SQXML,0,0,1,1,34,1,0,-1.323179022051199,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,-0.02
5954-BDFSG,0,0,0,0,72,1,1,1.42044782522307,0,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,True,False,False,0.03
0434-CSFON,0,0,1,0,47,1,1,1.187796245199813,0,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,True,False,0.02
1215-FIGMP,1,0,0,0,60,1,1,0.8354952811645946,0,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,0.02
0526-SXDJP,1,0,1,0,72,0,0,-0.7531826509942192,0,True,False,False,False,False,True,False,True,False,True,False,False,False,False,False,False,False,True,False,False,False,0.0
0557-ASKVU,0,0,1,1,18,1,1,-0.3443805889533531,0,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,-0.03
5698-BQJOH,0,0,0,0,9,1,0,0.9850570111795456,1,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,-0.07
5122-CYFXA,0,0,0,0,3,1,1,0.3502505571160864,0,False,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,False,False,True,False,-0.3
8627-ZYGSZ,1,0,1,0,47,1,1,0.4698999411280476,0,False,True,True,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,True,False,0.01
3410-YOQBQ,0,0,0,0,31,1,0,0.4798707231290442,0,False,False,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,0.0
3170-NMYVV,0,0,1,1,50,1,0,-1.482711534067148,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,-0.01
7410-OIEDU,1,0,0,0,10,1,1,0.5014740841312035,0,False,False,True,False,False,True,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,-0.06
2273-QCKXA,1,0,0,0,1,1,0,-0.5221928679711283,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,True,-0.99
0731-EBJQB,0,0,1,1,52,1,1,-1.474402549066317,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,-0.01
1891-QRQSA,1,1,1,1,64,1,1,1.556715179236692,0,False,True,True,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,0.03
8028-PNXHQ,1,0,1,1,62,1,1,-1.346444180053525,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,-0.01
5630-AHZIL,0,0,0,1,3,1,1,-0.0086975949197961,0,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,False,False,-0.31
2673-CXQEU,0,1,0,0,56,1,0,1.520155645233037,0,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,False,True,False,0.03
6416-JNVRK,0,0,0,0,46,1,0,-0.3028356639492,0,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,True,False,True,False,False,0.0
5590-ZSKRV,0,0,1,1,8,1,0,-0.3360716039525224,0,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,-0.1
0191-ZHSKZ,1,1,0,0,30,1,1,0.3319707901142591,0,False,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,-0.0
3887-PBQAO,0,0,1,1,45,1,1,-1.291604879048043,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,-0.01
5919-TMRGD,0,0,0,1,1,1,1,0.4848561141295423,1,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,-0.97
8108-UXRQN,0,0,1,1,11,0,0,-0.4723389579661446,0,True,False,False,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,-0.07
9191-MYQKX,0,0,1,0,7,1,1,0.3452651661155883,1,False,False,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,-0.11
9919-YLNNG,0,0,0,0,42,1,1,1.297474847210777,0,False,False,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,0.02
0318-ZOPWS,0,0,1,0,49,1,1,-1.482711534067148,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,-0.01
4445-ZJNMU,1,0,0,0,9,1,1,1.147913117195825,0,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,False,True,False,False,-0.07
4808-YNLEU,0,0,1,0,35,1,1,-0.0868020539276039,0,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,False,True,False,False,False,False,-0.0
1862-QRWPE,0,0,1,1,48,1,0,-1.466093564065486,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,-0.01
2796-NNUFI,0,0,1,1,46,1,1,-1.489358722067812,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,-0.01
3016-KSVCP,1,0,1,0,29,0,0,-1.030702750021962,0,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,True,-0.02
4767-HZZHQ,1,0,1,1,30,1,0,0.574593152138513,0,False,False,True,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,0.0
2424-WVHPL,1,1,0,0,1,1,0,0.3303089931140931,0,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,True,False,-0.98
7233-PAHHL,1,0,1,1,66,1,1,0.6394032351449919,0,False,True,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,False,True,0.02
6067-NGCEU,0,0,0,0,65,1,1,1.538435412234864,0,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,0.03
9848-JQJTX,1,0,0,0,72,1,1,1.201090621201142,0,False,True,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,True,False,False,False,0.03
8637-XJIVR,0,0,0,0,12,1,1,0.4715617381282136,1,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.05
9803-FTJCG,1,0,1,1,71,1,1,0.0694068640880114,0,False,True,False,False,False,True,False,True,False,False,False,True,False,False,False,False,True,False,True,False,False,0.02
0278-YXOOG,1,0,0,0,5,1,0,-1.452799188064157,1,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,-0.19
3212-KXOCR,1,0,0,0,52,1,0,-1.454460985064323,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,-0.01
4598-XLKNJ,0,1,1,0,25,1,1,1.121324365193168,1,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,False,0.0
6380-ARCEH,1,0,0,0,1,1,0,-1.481049737066981,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,-1.0
3679-XASPY,0,0,1,1,1,1,0,-1.505976692069473,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,True,False,-1.0
7123-WQUHX,1,0,0,0,38,1,0,1.004998575181539,0,False,True,True,False,False,False,False,False,False,True,False,True,False,True,False,False,True,False,False,False,False,0.02
5386-THSLQ,0,1,1,0,66,0,0,-0.6385186579827569,0,True,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,False,False,False,0.0
3192-NQECA,1,0,1,0,68,1,1,1.503537675231376,1,False,True,True,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,0.03
6180-YBIQI,1,0,0,0,5,0,0,-1.344782383053359,0,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,-0.19
6728-DKUCO,0,0,1,1,72,1,1,1.30910742621194,0,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,0.03
9750-BOOHV,0,0,0,0,32,0,0,-1.150352134033923,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,-0.02
8597-CWYHH,1,0,0,0,43,1,0,0.9833952141793793,0,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,True,False,False,False,True,0.02
2848-YXSMW,1,0,1,1,72,1,0,-1.507638489069639,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,-0.01
0486-HECZI,1,0,1,0,55,1,1,1.063161470187353,1,False,True,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,0.02
4549-ZDQYY,0,0,0,0,52,1,0,-0.2263930019415582,0,False,False,False,False,False,True,False,False,False,True,False,True,False,False,False,False,True,False,True,False,False,0.01
5712-AHQNN,0,0,0,0,43,1,1,0.893658176170409,0,False,False,True,False,False,False,False,True,False,True,False,False,False,True,False,False,False,False,False,True,False,0.02
4846-WHAFZ,0,1,1,0,37,1,1,0.3901336851200735,1,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,0.01
5256-SKJGO,0,0,1,1,64,0,1,-0.3377334009526884,0,True,False,False,False,False,False,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,0.01
3071-VBYPO,1,0,1,1,3,1,0,0.8338334841644282,0,False,False,True,False,False,True,False,True,False,False,False,False,False,True,False,False,False,False,False,True,False,-0.3
9560-BBZXK,0,0,0,0,36,0,0,-1.120439788030933,0,True,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,-0.01
5299-RULOA,0,0,1,1,10,1,1,1.179487260198982,1,False,True,True,False,False,True,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,-0.05
8402-OOOHJ,0,0,0,0,41,1,0,-1.466093564065486,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,-0.02
9445-ZUEQE,1,0,1,1,27,1,1,0.6792863631489789,0,False,True,True,False,False,False,False,True,False,False,False,True,False,False,False,False,False,False,True,False,False,-0.0
1091-SOZGA,0,0,1,1,56,1,1,1.164531087197487,0,False,True,True,False,False,False,False,False,False,True,False,False,False,True,False,True,True,False,True,False,False,0.03
2928-HLDBA,0,0,0,0,6,1,0,-1.46443176706532,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,-0.16
0404-SWRVG,1,0,0,0,3,1,1,0.3203382111130965,1,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.3
6497-TILVL,0,0,1,1,7,1,0,-0.467353566965646,0,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,-0.12
7219-TLZHO,0,0,1,1,4,1,0,-1.459446376064822,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,-0.25
4622-YNKIJ,1,0,0,0,33,1,1,0.8039211381614382,0,False,False,True,False,False,True,False,False,False,False,False,True,False,True,False,False,False,True,False,True,False,0.01
4412-YLTKF,0,1,0,0,27,1,1,0.4416493921252231,1,False,True,True,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,True,False,-0.0
6734-PSBAW,1,0,1,0,72,1,1,-1.369709338055851,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,-0.0
3930-ZGWVE,1,0,0,0,1,1,0,-1.496005910068476,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,-1.0
2639-UGMAZ,1,1,0,0,71,0,1,-0.2762469119465419,0,True,False,False,False,False,True,False,True,False,False,False,False,False,True,False,True,True,False,False,True,False,0.01
2876-GZYZC,0,0,0,0,13,1,1,0.7042133181514708,0,False,True,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,-0.04
6207-WIOLX,0,0,1,1,25,0,1,-0.2047896409393986,1,True,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,True,False,False,-0.01
8587-XYZSF,1,0,0,0,67,1,0,-0.4723389579661446,0,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,True,False,False,False,0.01
3091-FYHKI,1,0,0,0,1,0,1,-0.9742016520163136,1,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,True,False,-0.99
2372-HWUHI,1,0,0,0,2,1,0,-0.6784017859867437,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.49
7799-LGRDP,0,0,0,0,43,1,1,-1.298252067048708,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,True,False,False,-0.01
7850-VWJUU,0,0,0,0,23,1,1,0.3402797751150897,0,False,False,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,-0.01
3774-VBNXY,0,0,1,1,64,1,0,-1.481049737066981,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,-0.01
6217-KDYWC,1,0,0,1,57,1,1,-1.500991301068975,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,True,-0.01
0390-DCFDQ,0,1,1,0,1,1,1,0.1890562480999726,1,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,-0.98
3146-MSEGF,0,1,1,1,72,1,1,0.7740087921584478,0,False,True,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,True,False,False,0.03
4080-OGPJL,0,0,0,0,8,1,0,0.2123214061022984,1,False,True,False,False,False,True,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,-0.09
1095-WGNGG,0,0,1,0,61,1,1,1.20607601220164,0,False,True,True,False,False,False,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,0.03
2636-SJDOU,1,0,0,0,64,1,1,0.6493740171459885,0,False,True,True,False,False,True,False,True,False,False,False,False,False,False,False,False,True,False,True,False,False,0.02
1131-QQZEB,1,1,1,0,71,1,0,-1.356414962054522,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,-0.0
5716-EZXZN,0,0,1,1,65,1,1,1.139604132194995,0,False,True,True,False,False,True,False,True,False,False,False,True,False,True,False,False,False,True,True,False,False,0.03
6837-BJYDQ,1,0,0,0,3,1,0,-1.500991301068975,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,-0.33
2135-RXIHG,1,0,0,0,1,1,1,-0.6351950639824246,1,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.99
6440-DKQGE,1,0,0,1,30,1,0,-0.0086975949197961,0,False,False,False,False,False,False,False,True,False,True,False,False,False,True,False,False,True,False,True,False,False,-0.01
3466-BYAVD,1,0,1,1,15,1,1,0.1574821050968162,0,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,False,False,False,True,-0.04
3780-YVMFA,0,0,1,1,8,1,1,0.1259079620936598,0,False,False,False,False,False,False,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,-0.09
3874-EQOEP,1,0,0,0,7,1,0,1.004998575181539,1,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,True,False,False,False,False,True,-0.1
1679-JRFBR,0,0,1,1,70,1,1,1.44205118622523,0,False,True,True,False,False,True,False,True,False,True,False,False,False,True,False,True,True,False,True,False,False,0.04
9073-ZZIAY,1,0,1,1,62,1,0,0.7091987091519689,0,False,False,False,False,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,True,False,0.02
3077-RSNTJ,0,0,1,1,6,1,0,-1.497667707068642,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,False,False,False,True,-0.16
6551-GNYDG,0,0,1,1,14,1,1,0.5363718211346925,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,-0.04
9167-APMXZ,0,0,0,0,22,1,1,0.6443886261454905,0,False,True,True,False,False,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,-0.01
2749-CTKAJ,1,0,1,1,22,1,0,-1.482711534067148,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,-0.04
6371-NZYEG,1,0,1,1,16,1,0,-0.0170065799206267,0,False,False,False,False,False,True,False,False,False,True,False,False,False,True,False,False,False,True,False,False,True,-0.03
7554-NEWDD,1,0,0,0,10,1,0,-1.298252067048708,0,False,True,False,True,True,False,True,False,True,False,True,False,True,False,True,False,False,True,False,False,False,-0.09
8992-VONJD,0,0,0,1,13,1,1,-0.291203084948037,0,False,False,False,False,False,True,False,True,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.05
0867-MKZVY,0,0,1,0,20,1,0,0.5862257311396761,1,False,True,True,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.02
4482-EWFMI,0,0,0,0,2,1,1,0.1641292930974808,0,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,True,False,-0.47
4648-YPBTM,1,0,0,0,53,1,1,0.3037202411114353,0,False,True,False,False,False,False,False,True,False,True,False,True,False,False,False,True,False,True,False,False,False,0.01
2907-ILJBN,0,0,1,1,11,1,0,-1.467755361065652,0,False,False,False,True,True,False,True,False,True,False,True,False,True,False,True,False,True,False,False,False,True,-0.08
